Course Name,section_name,Total Score,Max Points,Status,Submission ID,Submission Time,Lateness (H:M:S),View Count,Submission Count,1.1 (3.0 pts),1.2 (3.0 pts),1.3 (3.0 pts),1.4 (3.0 pts),1.5 (3.0 pts),2 (10.0 pts),3.1 (2.0 pts),3.2 (2.0 pts),3.3 (2.0 pts),3.4 (2.0 pts),3.5 (2.0 pts),4 (35.0 pts),5 (30.0 pts)
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section DLEC,77.0,100.0,Graded,115745956,2022-03-08 16:01:33 -0500,00:00:00,0,1,2.0,2.0,3.0,3.0,3.0,10.0,0.0,2.0,0.0,2.0,2.0,28.0,20.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB3,76.0,100.0,Graded,115745957,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,25.0,21.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB3,73.0,100.0,Graded,115745958,2022-03-08 16:01:33 -0500,00:00:00,1,1,3.0,3.0,3.0,0.0,3.0,10.0,0.0,2.0,2.0,2.0,2.0,33.0,10.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB5,91.0,100.0,Graded,115745959,2022-03-08 16:01:33 -0500,00:00:00,1,1,3.0,0.0,3.0,3.0,3.0,10.0,0.0,2.0,2.0,2.0,2.0,32.0,29.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB1,62.0,100.0,Graded,115745960,2022-03-08 16:01:33 -0500,00:00:00,1,1,3.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,19.0,28.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB4,73.0,100.0,Graded,115745961,2022-03-08 16:01:33 -0500,00:00:00,1,1,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,30.0,21.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB5,65.0,100.0,Graded,115745962,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,25.0,27.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB4,95.0,100.0,Graded,115745964,2022-03-08 16:01:33 -0500,00:00:00,2,1,3.0,3.0,3.0,3.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,31.0,29.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB2,74.0,100.0,Graded,115745965,2022-03-08 16:01:33 -0500,00:00:00,1,1,0.0,3.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,27.0,26.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB1,44.0,100.0,Graded,115745966,2022-03-08 16:01:33 -0500,00:00:00,1,1,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,18.0,15.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB7,80.0,100.0,Graded,115745967,2022-03-08 16:01:33 -0500,00:00:00,0,1,2.0,2.0,3.0,3.0,3.0,10.0,2.0,2.0,0.0,2.0,2.0,25.0,24.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB8,51.0,100.0,Graded,115745968,2022-03-08 16:01:33 -0500,00:00:00,1,1,3.0,3.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,27.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB1,92.0,100.0,Graded,115745969,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,3.0,0.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,30.0,30.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB2,24.0,100.0,Graded,115745970,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section DLEC,59.0,100.0,Graded,115745971,2022-03-08 16:01:33 -0500,00:00:00,2,1,2.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,23.0,18.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB4,90.0,100.0,Graded,115745972,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,3.0,3.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,34.0,29.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB2,58.0,100.0,Graded,115745973,2022-03-08 16:01:33 -0500,00:00:00,0,1,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,20.0,23.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB5,75.0,100.0,Graded,115745974,2022-03-08 16:01:33 -0500,00:00:00,1,1,2.0,2.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,33.0,26.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB1,58.0,100.0,Graded,115745975,2022-03-08 16:01:33 -0500,00:00:00,2,1,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,12.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB2,44.0,100.0,Graded,115745976,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,22.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB6,86.0,100.0,Graded,115745977,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,35.0,26.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB1,97.0,100.0,Graded,115745978,2022-03-08 16:01:33 -0500,00:00:00,0,1,3.0,3.0,3.0,3.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,33.0,29.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB8,88.0,100.0,Graded,115745979,2022-03-08 16:01:33 -0500,00:00:00,2,1,3.0,3.0,3.0,0.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,35.0,21.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB4,72.0,100.0,Graded,117188190,2022-03-17 08:22:09 -0400,00:00:00,0,1,2.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,31.0,24.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB3,27.0,100.0,Ungraded,118263533,2022-03-25 01:08:54 -0400,00:00:00,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB6,2.0,100.0,Ungraded,118263582,2022-03-25 01:09:17 -0400,00:00:00,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB8,33.0,100.0,Ungraded,118263613,2022-03-25 01:09:37 -0400,00:00:00,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0
INTRO TO PROGRAMMING & PROBLEM SOLVING, Section LB2,26.0,100.0,Ungraded,118263655,2022-03-25 01:10:15 -0400,00:00:00,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
